emp_no,first_name,last_name,birth_date,from_date,to_date,dept_no,title
14907,Nakhoon,Luga,1965-01-14,1986-12-18,9999-01-01,d007,Staff
14917,Munir,Hofman,1964-02-23,1994-09-08,9999-01-01,d003,Staff
14931,Heeju,Luef,1964-11-15,1997-05-23,9999-01-01,d005,Senior Engineer
14938,King,Mitina,1964-01-03,1986-04-30,9999-01-01,d003,Staff
14944,Jixiang,Douceur,1964-01-30,1991-09-27,9999-01-01,d009,Staff
14951,Temple,Goodrum,1964-12-30,1991-12-24,9999-01-01,d003,Staff
14953,Chinya,Wallrath,1964-02-17,1986-08-25,9999-01-01,d006,Senior Engineer
14969,Hongzue,Himler,1964-01-23,1986-01-03,9999-01-01,d007,Senior Staff
14974,Joydip,Adachi,1964-05-21,1990-02-12,9999-01-01,d005,Senior Engineer
15001,Brewster,Kawashimo,1964-06-19,1985-02-02,9999-01-01,d004,Senior Engineer
15022,Krisda,Mitchem,1964-08-26,1996-09-27,9999-01-01,d004,Senior Engineer
15050,Nikolaos,Kruskal,1965-01-18,1990-12-17,9999-01-01,d004,Senior Engineer
15053,Shigeu,Raczkowsky,1964-12-25,1996-11-28,9999-01-01,d007,Staff
15058,Bouchung,Bugrara,1965-01-30,1990-06-18,9999-01-01,d002,Staff
15103,Eran,Rosiles,1964-04-05,1999-03-19,9999-01-01,d005,Engineer
15106,Rutger,Gornas,1964-07-01,1996-11-01,9999-01-01,d005,Engineer
15125,Heather,Brodal,1964-09-13,1995-11-20,9999-01-01,d003,Senior Staff
15149,Erzsebet,Chandrasekhar,1964-02-11,1999-03-08,9999-01-01,d005,Senior Engineer
15173,KayLiang,Naumovich,1964-11-16,1993-01-03,9999-01-01,d005,Senior Engineer
15189,Pascal,Strandh,1964-11-09,1988-06-11,9999-01-01,d005,Senior Engineer
15191,Kazuhiro,Seuren,1964-02-12,1989-01-08,9999-01-01,d005,Technique Leader
15235,Zhongwei,Luff,1964-05-16,1990-10-16,9999-01-01,d008,Staff
15257,Ishfaq,Schauser,1964-07-03,1987-09-16,9999-01-01,d002,Staff
15289,Flemming,Lagarias,1964-02-02,1994-08-17,9999-01-01,d005,Engineer
15293,Pantung,Puppo,1964-04-29,2000-08-09,9999-01-01,d009,Technique Leader
15306,Gurbir,Katzenelson,1964-09-26,1999-03-08,9999-01-01,d007,Staff
15309,Zijian,Kambil,1964-06-30,1999-10-04,9999-01-01,d008,Staff
15315,Jayesh,Francisci,1964-09-09,1996-01-14,9999-01-01,d002,Staff
15327,Jeanne,Vakili,1964-09-21,1990-07-10,9999-01-01,d004,Technique Leader
15339,Zhonghui,Ranai,1964-01-29,1992-05-02,9999-01-01,d005,Engineer
15355,Hisao,Yurov,1964-09-16,1987-10-09,9999-01-01,d004,Senior Engineer
15360,Xianlong,Neiman,1964-01-07,1998-02-04,9999-01-01,d001,Staff
15364,Sakthirel,Quittner,1964-02-19,1999-05-06,9999-01-01,d007,Senior Staff
15393,Fumitaka,Itzigehl,1964-08-08,1992-11-25,9999-01-01,d002,Staff
15397,Remco,Gargeya,1964-02-29,1990-08-13,9999-01-01,d005,Senior Engineer
15405,Richard,Munch,1964-11-19,1989-07-19,9999-01-01,d005,Engineer
15413,Arvin,Rabejac,1965-01-17,1994-01-01,9999-01-01,d005,Senior Engineer
15436,Kwangsub,Negoita,1964-03-13,1999-01-27,9999-01-01,d002,Senior Staff
15437,Qiwen,Garigliano,1964-01-21,1991-04-18,9999-01-01,d004,Senior Engineer
15444,Shir,Schreiter,1964-08-01,1989-03-08,9999-01-01,d004,Senior Engineer
15449,Yinghua,Kropf,1964-04-17,2001-03-27,9999-01-01,d009,Staff
15457,Boalin,Scallan,1964-07-06,1989-12-26,9999-01-01,d004,Senior Staff
15485,Sadun,Comellas,1964-07-16,1988-11-07,9999-01-01,d004,Senior Engineer
15486,Mariangiola,Zhang,1964-06-14,1989-02-20,9999-01-01,d005,Senior Engineer
15495,Sven,Rotem,1964-06-04,1988-05-25,9999-01-01,d007,Staff
15502,Susanne,Rahier,1964-11-10,1991-05-14,9999-01-01,d005,Senior Engineer
15533,Gift,Gien,1964-04-30,1989-05-21,9999-01-01,d007,Staff
15542,Mariangiola,Hardjono,1964-03-01,1988-04-26,9999-01-01,d005,Senior Engineer
15547,Leandro,Murillo,1964-03-05,1987-02-03,9999-01-01,d005,Senior Engineer
15574,Evgueni,Kalloufi,1964-04-24,1988-12-19,9999-01-01,d002,Staff
15599,Filipe,Piancastelli,1964-11-23,1987-02-16,9999-01-01,d008,Staff
15620,Alejandro,Randi,1964-04-10,1987-02-14,9999-01-01,d007,Staff
15624,Marit,Codenie,1964-04-15,1991-05-26,9999-01-01,d005,Technique Leader
15663,Bartek,Maccarone,1964-10-08,1990-04-18,9999-01-01,d004,Senior Engineer
15704,Hisao,Lamba,1964-12-25,1996-07-29,9999-01-01,d005,Engineer
15725,Shuichi,Petersohn,1964-07-04,1987-11-04,9999-01-01,d007,Staff
15792,Stabislas,Suessmith,1964-09-27,1993-02-24,9999-01-01,d005,Technique Leader
15797,Qingxiang,Rosis,1964-11-20,1991-04-24,9999-01-01,d004,Senior Engineer
15798,Heejo,Rajcani,1964-07-23,1994-03-02,9999-01-01,d006,Engineer
15817,Kagan,Frolund,1964-05-19,1990-12-04,9999-01-01,d005,Senior Engineer
15820,Petter,Kaelbling,1964-02-11,1998-07-18,9999-01-01,d005,Engineer
15823,Angus,Langford,1964-02-21,1994-10-29,9999-01-01,d009,Staff
15852,Nathalie,Bonifati,1964-10-22,1988-06-01,9999-01-01,d004,Senior Engineer
15862,Gao,Wrigley,1964-04-24,1995-05-05,9999-01-01,d005,Senior Engineer
15881,Ortrun,Luby,1964-05-11,1986-09-27,9999-01-01,d004,Senior Engineer
15888,Salvador,Zumaque,1964-04-14,1987-08-07,9999-01-01,d002,Staff
15897,Menkae,Perez,1964-11-08,1996-01-07,9999-01-01,d005,Senior Engineer
15898,Zengping,Bail,1964-03-14,1996-04-25,9999-01-01,d001,Senior Staff
15950,Subir,Baak,1964-01-27,1993-08-16,9999-01-01,d009,Staff
15953,Make,Steinauer,1964-07-26,1990-11-04,9999-01-01,d007,Senior Staff
15959,Yannik,Milicia,1964-03-11,1996-01-27,9999-01-01,d008,Staff
15962,Mooi,Barvinok,1964-07-26,1996-03-11,9999-01-01,d008,Staff
15980,Bernardo,Kakkad,1964-10-07,1992-10-21,9999-01-01,d007,Staff
15998,Urs,Speel,1964-03-16,1995-07-21,9999-01-01,d003,Senior Staff
16007,Premsyl,Dalton,1964-05-30,1988-04-15,9999-01-01,d005,Senior Engineer
16021,Mary,Ananiadou,1964-06-04,1994-05-21,9999-01-01,d005,Senior Engineer
16031,Elliott,Parveen,1964-11-03,1993-12-17,9999-01-01,d007,Staff
16038,Sreenivas,Schrift,1964-10-16,1997-11-01,9999-01-01,d009,Staff
16048,Rance,Demir,1964-05-13,1994-12-13,9999-01-01,d002,Staff
16091,Yucai,Belinskaya,1964-09-28,1987-01-10,9999-01-01,d005,Senior Engineer
16098,Stella,Fortenbacher,1964-12-11,1985-09-30,9999-01-01,d004,Senior Engineer
16115,Haldun,Silva,1964-11-30,1985-11-14,9999-01-01,d007,Staff
16125,Mori,Alpin,1964-08-19,1989-11-12,9999-01-01,d005,Senior Engineer
16128,Guenter,Bain,1964-05-17,1994-07-13,9999-01-01,d005,Senior Engineer
16168,JoAnna,Ashish,1964-02-05,1986-10-15,9999-01-01,d004,Engineer
16210,Paloma,Hardjono,1964-10-22,1991-01-18,9999-01-01,d008,Staff
16275,Maja,Ruemmler,1964-06-08,1987-11-25,9999-01-01,d005,Senior Engineer
16303,Jamaludin,VanScheik,1964-02-27,1989-03-13,9999-01-01,d002,Staff
16321,Parviz,Schlenzig,1964-07-16,1989-01-13,9999-01-01,d009,Staff
16339,Luise,Gunderson,1964-09-28,1996-07-05,9999-01-01,d009,Staff
16344,Odoardo,Brlek,1964-03-18,1996-03-31,9999-01-01,d006,Senior Engineer
16356,Sibyl,Woycyznski,1964-06-25,1988-12-05,9999-01-01,d001,Staff
16371,Duri,Danlos,1964-03-25,1987-05-12,9999-01-01,d009,Senior Staff
16376,Mamdouh,Smailagic,1964-01-21,1997-04-07,9999-01-01,d006,Senior Engineer
16385,Houman,Jonsson,1964-11-25,1998-05-25,9999-01-01,d004,Engineer
16394,Chinho,Gluchowski,1964-01-16,1986-02-03,9999-01-01,d003,Staff
16409,Khedija,Papadias,1964-05-13,1994-07-17,9999-01-01,d006,Engineer
16416,Ramzi,Kaltofen,1964-01-30,1995-12-29,9999-01-01,d005,Senior Engineer
16428,Arun,Chinin,1964-09-05,2000-06-02,9999-01-01,d001,Senior Staff
16458,Lubomir,Ulupinar,1964-08-12,1994-12-17,9999-01-01,d009,Staff
16461,Remmert,Schahn,1965-01-14,1986-09-06,9999-01-01,d007,Staff
16468,Adel,Thiran,1964-01-30,1990-09-15,9999-01-01,d005,Senior Engineer
16476,Mitsuyuki,Huttel,1964-02-15,1988-04-22,9999-01-01,d004,Technique Leader
16501,Fayez,Veldwijk,1964-07-14,1997-04-13,9999-01-01,d008,Staff
16513,Toney,Auria,1964-10-15,1987-03-03,9999-01-01,d007,Senior Staff
16522,Jongsuk,Luks,1964-11-12,1997-04-26,9999-01-01,d001,Staff
16528,Gaurav,Swick,1965-01-21,1996-05-07,9999-01-01,d004,Engineer
16573,Uinam,Swick,1964-01-19,1991-06-13,9999-01-01,d005,Senior Engineer
16598,Sivanarayana,Hiltgen,1964-12-21,1990-05-13,9999-01-01,d005,Senior Engineer
16602,Zorica,Hinsberger,1964-03-08,1998-04-07,9999-01-01,d001,Staff
16610,Geoffry,Holburn,1964-06-11,1989-08-02,9999-01-01,d008,Staff
16628,Sumali,Nollmann,1964-12-03,1997-09-23,9999-01-01,d005,Engineer
16638,Masanao,Rouquie,1964-08-05,1992-03-05,9999-01-01,d001,Staff
16697,Rasikan,Kavraki,1964-11-24,1990-04-29,9999-01-01,d005,Engineer
16701,Yongqiao,Picht,1964-10-21,2000-01-17,9999-01-01,d003,Staff
16710,Arumugam,Escriba,1964-01-10,1993-01-31,9999-01-01,d007,Staff
16745,Xianlong,Zwicker,1964-02-16,1994-07-09,9999-01-01,d007,Senior Staff
16770,Guiseppe,Gonthier,1964-03-26,1998-06-20,9999-01-01,d004,Engineer
16822,Shen,Spell,1964-01-08,1989-03-03,9999-01-01,d009,Staff
16865,Gou,Rosin,1964-06-12,1986-01-08,9999-01-01,d009,Staff
16882,Tetsurou,Danecki,1964-05-04,1999-07-24,9999-01-01,d001,Staff
16936,Vitaly,Baar,1964-10-01,1996-09-26,9999-01-01,d007,Staff
16946,Owen,Quaggetto,1964-11-02,1997-03-03,9999-01-01,d004,Senior Engineer
16956,Tetsurou,Bennet,1964-02-18,1998-10-05,9999-01-01,d007,Staff
16963,Monique,Lalonde,1964-11-07,1988-07-06,9999-01-01,d005,Senior Engineer
16968,Patricio,Stifter,1964-07-16,1991-01-23,9999-01-01,d005,Senior Engineer
16989,Limsoon,Ruther,1964-11-06,2002-03-23,9999-01-01,d009,Engineer
17009,Carrsten,Jansen,1964-07-22,1992-11-19,9999-01-01,d007,Staff
17013,Morris,Garigliano,1965-01-15,1995-05-24,9999-01-01,d002,Staff
17026,Sham,Hockney,1964-11-21,1986-05-29,9999-01-01,d007,Staff
17027,Quingbo,Birge,1964-05-28,1993-02-15,9999-01-01,d001,Staff
17050,Koldo,Oppitz,1964-10-25,2001-08-19,9999-01-01,d008,Engineer
17083,Masoud,Gurbaxani,1964-12-17,1993-10-11,9999-01-01,d004,Senior Engineer
17094,Nagui,Lorcy,1964-05-26,1995-10-05,9999-01-01,d008,Senior Engineer
17099,Pohua,Jayawardene,1964-05-14,1996-04-14,9999-01-01,d005,Engineer
17113,Ymte,Fujisawa,1964-07-21,1996-08-14,9999-01-01,d004,Senior Engineer
17121,Thanasis,Lorys,1964-02-17,1988-01-18,9999-01-01,d005,Senior Engineer
17149,Leen,Griswold,1964-12-12,1996-09-03,9999-01-01,d001,Staff
17164,Pranjal,Birta,1964-05-30,1988-12-17,9999-01-01,d005,Senior Engineer
17177,Garnet,Highland,1964-01-30,1987-10-08,9999-01-01,d005,Senior Engineer
17202,Jayesh,Quittner,1964-03-03,1997-12-17,9999-01-01,d007,Staff
17206,Berry,DeMori,1965-01-02,1992-12-27,9999-01-01,d004,Senior Engineer
17238,Achilleas,Schach,1964-08-12,1985-07-07,9999-01-01,d007,Staff
17249,Zhiwei,Horswill,1964-08-29,1990-07-06,9999-01-01,d009,Staff
17273,Aiichiro,Verhaegen,1964-03-05,1985-07-06,9999-01-01,d004,Senior Engineer
17286,Arunachalam,Ermel,1964-08-08,1989-07-07,9999-01-01,d005,Senior Engineer
17310,Florian,Stemann,1964-06-19,1996-09-26,9999-01-01,d004,Senior Engineer
17332,Valery,Grospietsch,1964-01-09,1985-03-02,9999-01-01,d007,Senior Staff
17360,Gunilla,Bridgland,1964-11-28,1996-12-05,9999-01-01,d006,Engineer
17367,Tooru,Parfitt,1964-09-18,1992-01-23,9999-01-01,d007,Senior Staff
17369,Yaghout,Kenevan,1965-01-31,2000-09-15,9999-01-01,d004,Senior Engineer
17376,Moheb,Fadgyas,1964-10-13,1988-01-12,9999-01-01,d004,Senior Engineer
17381,Maia,Shimshoni,1964-07-10,1998-03-27,9999-01-01,d005,Engineer
17404,Martijn,Penttonen,1964-04-05,1989-02-23,9999-01-01,d006,Technique Leader
17420,Jinpo,Stamatiou,1964-05-22,1988-10-13,9999-01-01,d007,Staff
17433,Flemming,Wegerle,1964-05-21,1985-09-29,9999-01-01,d005,Technique Leader
17447,Zengping,Boreale,1965-01-11,1998-12-16,9999-01-01,d007,Staff
17469,Chiradeep,Khamsi,1964-12-19,1991-10-18,9999-01-01,d007,Staff
17473,Constantine,Ravishankar,1964-05-05,1991-10-02,9999-01-01,d009,Senior Staff
17475,Mingdong,Callaway,1964-04-29,1987-02-28,9999-01-01,d004,Senior Engineer
17530,Martina,Granlund,1964-10-11,1986-11-04,9999-01-01,d006,Senior Engineer
17533,Xuejia,Perin,1964-11-25,2000-02-05,9999-01-01,d008,Technique Leader
17535,Eishiro,Rouquie,1964-05-09,1985-09-28,9999-01-01,d005,Senior Engineer
17537,Jaewoo,Rosay,1964-08-02,1988-02-26,9999-01-01,d004,Senior Engineer
17560,Garnik,Giveon,1964-07-15,1997-01-23,9999-01-01,d007,Staff
17569,Susanna,Vickson,1964-10-13,1994-12-26,9999-01-01,d003,Staff
17572,Bingning,Alpay,1964-07-18,1988-10-04,9999-01-01,d005,Senior Engineer
17575,Gor,Duclos,1964-03-04,1988-11-11,9999-01-01,d005,Senior Engineer
17578,Janche,Molenkamp,1964-09-04,1994-09-13,9999-01-01,d009,Senior Engineer
17602,Jouni,Kusakari,1964-05-12,1993-02-19,9999-01-01,d009,Staff
17620,Heather,Simkin,1964-10-14,1996-02-24,9999-01-01,d005,Engineer
17624,Isamu,Emiris,1964-08-03,1998-08-20,9999-01-01,d003,Staff
17641,Jaber,Parhami,1964-12-13,1987-05-17,9999-01-01,d007,Staff
17654,Syozo,Hanratty,1964-11-14,1997-11-12,9999-01-01,d005,Technique Leader
17700,Adam,McAlpine,1964-03-28,1992-11-23,9999-01-01,d005,Senior Engineer
17724,Zhiguo,Luks,1964-04-29,1986-04-18,9999-01-01,d005,Senior Engineer
17731,Gennady,Roison,1965-01-16,1989-12-06,9999-01-01,d005,Engineer
17734,Fox,Matzov,1964-05-24,1995-12-12,9999-01-01,d005,Senior Engineer
17766,Irene,Oxenboll,1964-11-23,1996-11-04,9999-01-01,d008,Senior Engineer
17773,Joydip,Hebden,1964-12-13,1995-05-26,9999-01-01,d003,Staff
17781,Amstein,Birke,1964-02-10,1994-12-20,9999-01-01,d003,Senior Staff
17784,Ung,Kavvadias,1964-08-05,1998-08-09,9999-01-01,d005,Engineer
17795,Houman,Solares,1964-05-18,1992-11-23,9999-01-01,d006,Senior Engineer
17831,Boaz,Peha,1964-09-08,1996-06-24,9999-01-01,d004,Senior Engineer
17850,Mabhin,Anily,1964-09-23,1997-05-26,9999-01-01,d006,Engineer
17865,Djenana,Syrotiuk,1964-05-24,1992-10-13,9999-01-01,d004,Senior Engineer
17876,Perla,Schueller,1964-09-18,1994-08-14,9999-01-01,d002,Staff
17905,Wuxu,Vilarrasa,1964-12-19,1985-02-11,9999-01-01,d005,Senior Engineer
17924,Mikhail,Mitchem,1964-06-27,1995-05-10,9999-01-01,d007,Senior Staff
17928,Petter,Siprelle,1964-12-08,1994-10-20,9999-01-01,d008,Staff
17929,Nigel,Cusworth,1964-10-26,1991-01-11,9999-01-01,d002,Staff
17933,Morris,Schnabel,1964-01-21,1993-09-29,9999-01-01,d004,Senior Engineer
17954,Zhigen,Spelt,1964-05-06,1985-05-05,9999-01-01,d001,Staff
17965,Abdelwaheb,Thummel,1964-07-26,1999-01-17,9999-01-01,d008,Senior Staff
17970,Filipp,Carrere,1965-01-06,1989-01-09,9999-01-01,d004,Technique Leader
17988,Mabhin,Calkin,1965-01-31,1989-11-30,9999-01-01,d004,Senior Engineer
18004,George,Miyakawa,1964-04-16,1995-04-01,9999-01-01,d007,Staff
18021,Adil,Matzke,1965-01-07,1987-05-08,9999-01-01,d005,Senior Engineer
18026,Vesna,Backhouse,1964-11-25,1993-04-18,9999-01-01,d007,Staff
18039,Danco,Rubsam,1964-03-03,1988-05-31,9999-01-01,d004,Technique Leader
18048,Sigeru,Matzke,1964-03-22,1991-12-04,9999-01-01,d008,Staff
18052,Hongzue,Samarati,1964-10-09,1994-04-09,9999-01-01,d004,Senior Engineer
18107,Augustine,Mondadori,1964-03-29,1998-06-13,9999-01-01,d005,Senior Engineer
18111,Gaetan,Litzkow,1964-01-07,1998-10-02,9999-01-01,d002,Staff
18147,Mahmut,Bierbaum,1964-11-06,1985-08-07,9999-01-01,d008,Staff
18168,Shugo,Stassinopoulos,1964-08-09,2001-08-26,9999-01-01,d009,Technique Leader
18179,Owen,Heijenga,1964-11-26,1993-05-24,9999-01-01,d007,Staff
18188,Jagoda,Joslin,1964-07-29,1999-04-05,9999-01-01,d004,Senior Engineer
18192,KayLiang,Bazelow,1964-04-20,1987-01-31,9999-01-01,d005,Senior Engineer
18197,Lihong,Luks,1964-11-30,1994-03-03,9999-01-01,d008,Staff
18227,Shugo,Dulay,1964-12-06,1985-07-28,9999-01-01,d002,Staff
18229,Huan,Baranowski,1964-02-28,1993-10-05,9999-01-01,d003,Senior Staff
18257,Conrado,Serra,1964-10-24,1993-02-19,9999-01-01,d008,Staff
18258,Matt,Hiroyama,1964-02-28,1992-03-20,9999-01-01,d007,Staff
18266,Kiyokazu,Sommen,1964-02-06,1994-11-26,9999-01-01,d005,Assistant Engineer
18292,Noritoshi,Auria,1964-07-04,1997-10-27,9999-01-01,d003,Staff
18304,Moon,Kowalchuk,1964-12-30,2001-06-09,9999-01-01,d007,Staff
18307,Barton,Stentiford,1964-08-24,1992-09-30,9999-01-01,d005,Senior Engineer
18336,Arunachalam,Binding,1964-10-26,1994-01-04,9999-01-01,d005,Engineer
18351,Serap,Worfolk,1964-03-25,1996-01-15,9999-01-01,d004,Engineer
18363,Mamdouh,Peres,1964-01-16,1999-01-31,9999-01-01,d007,Staff
18377,Paraskevi,Farris,1964-11-15,1997-09-19,9999-01-01,d009,Staff
18380,Fumino,Whittlesey,1964-04-16,1994-09-08,9999-01-01,d006,Senior Engineer
18411,Yolla,Nooteboom,1964-05-17,1998-11-02,9999-01-01,d002,Senior Staff
18424,Filipp,Rousseau,1965-01-19,1995-06-07,9999-01-01,d005,Senior Engineer
18437,Jianwen,Gaughan,1964-01-11,1987-01-04,9999-01-01,d003,Staff
18440,Kagan,Schrooten,1964-02-02,1997-01-03,9999-01-01,d009,Staff
18479,Mechthild,Gulla,1964-09-17,1998-09-10,9999-01-01,d007,Staff
18489,Sadun,McFarlin,1964-01-09,1994-05-10,9999-01-01,d005,Engineer
18494,Marlo,Chepyzhov,1964-03-20,1998-07-10,9999-01-01,d009,Staff
18522,Shaw,Mawatari,1964-04-25,1991-02-12,9999-01-01,d004,Engineer
18534,Valeska,Unno,1964-02-29,1986-11-08,9999-01-01,d004,Senior Engineer
18583,Stafford,Honglei,1965-01-03,1998-08-16,9999-01-01,d009,Staff
18588,Temple,Narahara,1964-05-07,1986-07-02,9999-01-01,d001,Senior Staff
18589,Weicheng,Thummel,1964-07-09,1995-06-10,9999-01-01,d005,Engineer
18597,Jayesh,Nergos,1964-07-23,1989-05-30,9999-01-01,d007,Staff
18603,Xuejia,Rosiles,1964-03-20,1992-04-07,9999-01-01,d007,Staff
18617,Surveyors,Crouzet,1965-01-21,1989-04-24,9999-01-01,d003,Staff
18624,Bader,Lindenbaum,1964-10-10,1998-04-29,9999-01-01,d005,Engineer
18625,Tuval,Brodie,1964-11-05,1989-10-12,9999-01-01,d005,Senior Engineer
18626,Mountaz,Janocha,1964-05-06,1993-06-01,9999-01-01,d005,Senior Engineer
18674,Cedric,Schaap,1964-09-22,1995-11-13,9999-01-01,d005,Assistant Engineer
18736,Kish,Sichman,1964-12-08,1987-12-15,9999-01-01,d004,Senior Engineer
18740,Serap,Zedlitz,1964-08-02,1994-10-24,9999-01-01,d002,Staff
18746,Troy,Zlotek,1964-08-17,1994-12-09,9999-01-01,d005,Senior Engineer
18758,Randy,Dratva,1964-12-05,1988-11-15,9999-01-01,d005,Senior Engineer
18776,Alper,Desikan,1964-09-27,1995-01-28,9999-01-01,d001,Senior Staff
18777,Adam,Rahier,1964-09-09,1985-08-20,9999-01-01,d009,Staff
18801,Erez,Tsukuda,1964-08-07,1999-04-29,9999-01-01,d003,Staff
18803,Tomokazu,Marchesini,1964-03-22,1987-11-24,9999-01-01,d002,Staff
18810,Taiji,Jarecki,1965-01-09,1991-06-27,9999-01-01,d005,Senior Engineer
18822,Xiaoshan,Samarati,1964-09-12,1995-12-12,9999-01-01,d008,Senior Engineer
18824,Divier,Osgood,1964-08-25,1986-06-24,9999-01-01,d001,Staff
18831,Mostafa,Garigliano,1964-02-26,1991-08-13,9999-01-01,d009,Senior Engineer
18862,Ramalingam,Antonakopoulos,1964-02-24,1997-11-08,9999-01-01,d007,Senior Staff
18869,Aamod,Debuse,1964-03-24,1991-07-11,9999-01-01,d007,Staff
18893,Eben,Randi,1964-01-25,1997-10-19,9999-01-01,d009,Staff
18898,Zhilian,Gide,1964-07-17,1998-05-10,9999-01-01,d001,Staff
18911,Ortrud,Pena,1964-04-14,1989-07-03,9999-01-01,d006,Senior Engineer
18914,Dharmaraja,Lupu,1964-02-20,1991-11-16,9999-01-01,d004,Senior Engineer
18915,JoAnna,Krone,1964-09-04,1998-02-06,9999-01-01,d008,Staff
18950,Percy,Sessa,1964-11-19,1992-08-04,9999-01-01,d001,Staff
18952,Tonny,Cooman,1964-12-26,1991-04-06,9999-01-01,d004,Senior Engineer
18956,Muzhong,Zizka,1964-08-02,1990-01-18,9999-01-01,d001,Staff
18988,Berry,Reeken,1964-11-28,1996-07-02,9999-01-01,d007,Staff
18990,Maris,Badache,1964-04-29,1995-06-20,9999-01-01,d005,Engineer
18992,Yongmin,Hedayat,1964-11-20,1993-02-11,9999-01-01,d004,Engineer
19002,Munehiko,Hoppenstand,1964-01-14,1988-09-14,9999-01-01,d008,Staff
19016,Adam,Hiraishi,1964-10-08,1998-02-13,9999-01-01,d004,Senior Engineer
19017,Sibyl,Ducloy,1964-04-28,1993-02-21,9999-01-01,d007,Staff
19026,Zhongwei,Arlazarov,1964-05-01,2000-01-07,9999-01-01,d007,Staff
19045,Gio,Zaccaria,1964-05-19,2000-12-07,9999-01-01,d005,Senior Engineer
19077,Jouni,Kaelbling,1964-12-06,1994-05-06,9999-01-01,d004,Senior Engineer
19100,Mantis,Erev,1964-05-25,1997-01-20,9999-01-01,d007,Staff
19112,Caolyn,Jeansoulin,1964-05-12,1991-07-11,9999-01-01,d007,Staff
19128,Roddy,Schwartzburd,1964-06-17,1987-08-28,9999-01-01,d007,Staff
19130,Weiwu,Penz,1964-10-21,1998-11-23,9999-01-01,d004,Engineer
19152,Xudong,McAffer,1964-03-08,1998-08-09,9999-01-01,d007,Staff
19156,Fumitaka,Mullainathan,1964-10-31,1991-06-08,9999-01-01,d004,Senior Engineer
19161,Charlene,Rosenbaum,1964-10-24,1995-09-19,9999-01-01,d007,Staff
19178,Jaideep,Chinal,1964-01-05,1986-04-30,9999-01-01,d003,Staff
19203,Ipke,Zlotek,1964-04-07,1990-02-20,9999-01-01,d005,Senior Engineer
19210,Huican,Mondadori,1964-09-02,1995-11-25,9999-01-01,d009,Staff
19236,Elzbieta,Morris,1965-01-24,1988-07-12,9999-01-01,d004,Senior Engineer
19238,Sarita,Birge,1964-06-06,1989-08-14,9999-01-01,d002,Staff
19241,Vojin,Vernadat,1964-07-15,1989-05-15,9999-01-01,d005,Senior Engineer
19262,Hausi,Genin,1964-06-15,1992-09-01,9999-01-01,d005,Senior Engineer
19264,Srinidhi,Collavizza,1964-11-14,1993-04-29,9999-01-01,d004,Senior Engineer
19266,Munehiko,Reutenauer,1964-09-09,1994-12-14,9999-01-01,d009,Staff
19350,Satoru,Yoshizawa,1965-01-19,1994-03-27,9999-01-01,d009,Staff
19355,Akeno,Zeleznik,1964-08-09,1986-08-01,9999-01-01,d005,Senior Engineer
19362,Eirik,Lorho,1964-12-14,1993-11-30,9999-01-01,d003,Staff
19385,Christ,DuBourdieux,1964-09-27,1997-03-20,9999-01-01,d002,Staff
19398,Luisa,Randi,1964-03-06,1987-08-13,9999-01-01,d005,Senior Engineer
19409,Shietung,Azumi,1964-01-17,1991-05-16,9999-01-01,d005,Senior Engineer
19440,Gill,Peha,1964-03-26,1991-04-01,9999-01-01,d008,Senior Engineer
19457,Fusako,Ozeki,1964-08-10,1991-05-30,9999-01-01,d002,Senior Staff
19460,Christfried,Rahier,1964-03-03,1985-07-30,9999-01-01,d008,Staff
19462,Kerhong,Luff,1964-10-17,1993-09-09,9999-01-01,d005,Technique Leader
19474,Rasikan,Tasistro,1964-08-01,1997-12-15,9999-01-01,d007,Staff
19484,Hitomi,Cyne,1964-09-01,1997-10-05,9999-01-01,d002,Staff
19492,Kwun,Hutton,1964-01-29,1989-12-23,9999-01-01,d001,Staff
19494,Theirry,Farrar,1964-08-08,1987-01-10,9999-01-01,d004,Senior Engineer
19500,Shaowen,Plessier,1964-04-29,1987-05-13,9999-01-01,d007,Staff
19527,Ulf,Chvatal,1964-09-10,1996-08-12,9999-01-01,d004,Senior Engineer
19554,Sungwon,Viele,1964-06-24,1994-01-09,9999-01-01,d005,Senior Engineer
19560,Premsyl,Byoun,1964-05-18,1989-04-10,9999-01-01,d005,Senior Engineer
19571,Venkatesan,Poehlman,1964-06-10,1995-08-13,9999-01-01,d005,Engineer
19641,Subhrajyoti,Krupka,1964-05-10,1998-10-29,9999-01-01,d005,Engineer
19645,Mokhtar,Decaestecker,1964-02-09,1987-12-02,9999-01-01,d009,Senior Staff
19646,Ingemar,Rosenbaum,1964-04-28,1993-07-17,9999-01-01,d005,Senior Engineer
19647,Zeydy,Melichar,1964-03-09,1993-09-13,9999-01-01,d009,Staff
19656,Patricia,Lundstrom,1964-02-16,1994-01-07,9999-01-01,d004,Technique Leader
19686,Falguni,Terekhov,1964-01-28,1994-07-30,9999-01-01,d008,Senior Engineer
19688,Kinh,Rando,1964-12-13,1997-11-28,9999-01-01,d004,Engineer
19711,Leucio,Picco,1964-10-24,1991-07-02,9999-01-01,d009,Staff
19714,Qiwen,Dulli,1964-11-30,1999-02-26,9999-01-01,d005,Engineer
19716,Dines,Laurillard,1964-07-01,1998-09-10,9999-01-01,d007,Staff
19739,Stein,Zeidenstein,1964-02-01,1987-08-11,9999-01-01,d005,Senior Engineer
